street,location
"261 Henry St  Brooklyn, NY 11201","(40.6927326, -73.9951007)"
"349 E Northfield Road Suite 202 Livingston, NJ 7039","(40.7708553, -74.3001795)"
"2 Shotwell St  San Francisco, CA 94103","(37.7683516, -122.4168901)"
"38 Engle Road  Paramus, NJ 7652","(40.950145, -74.0769411)"
"2030 Rehrmann Dr  Dixon, CA 95620","(38.4482854, -121.8513908)"
"140 Van Winkle Ave  Hawthorne, NJ 7506","(40.9631064, -74.15392969999999)"
"16 Lowell Ave  Greenlawn, NY 11740","(40.8574647, -73.3599322)"
"1477 Havenhurst Dr Unit 1 West Hollywood, CA 90046","(34.097373, -118.367811)"
"425 Diamond Dr Ste 105  Lake Elsinore, CA 92530","(33.6580007, -117.29982)"
"800 Newport Center Dr #150  Newport Beach, CA 92660","(33.6187009, -117.8786648)"
"6136 W Washington Blvd  Culver City, CA 90232","(34.03097169999999, -118.3784899)"
"241 Perrara Court   Roseville, CA 95747","(38.8093829, -121.3459097)"
"23624 Kivik St  Woodland Hills, CA 91367","(34.1659257, -118.6417249)"
"10736 Jefferson Blvd Suite 782 Culver City, CA 90230","(34.0018872, -118.3926888)"
"681 Viewland Dr  Yorktown Heights, NY 10598","(41.2849663, -73.8005075)"
"501 Beale Street Ph1D San Francisco, CA 94105","(37.7860783, -122.3892706)"
"5905 Hillview Park Ave  Van Nuys, CA 91401","(34.1774714, -118.4271262)"
"1201 E 6Th St  Beaumont, CA 92223","(33.929003, -116.9656036)"
"12 Jefferson Boulevard  Staten Island, NY 10312","(40.5409225, -74.1783703)"
"60 Conklin St  Farmingdale, NY 11735","(40.7314282, -73.4540985)"
"2648 State Route 9  Ballston Spa, NY 12020","(42.9847869, -73.7872648)"
"147-17 Union Turnpike  Flushing, NY 11367","(40.7186001, -73.8147731)"
"1663 Remsen Avenue  Brooklyn, NY 11236","(40.6314615, -73.8957827)"
"9 Jennings Meadow Rd  Cold Spring Harbor, NY 11724","(40.8848598, -73.45473580000001)"
"21 Butternut St  Lyons, NY 14489","(43.0647735, -76.9966621)"
"29842 Sea Breeze Way   Menifee, CA 92584","(33.6876908, -117.138654)"
"4265 Mildred Ave  Culver City, CA 90066","(33.9923747, -118.4318495)"
"1554 Brentwood Rd  Bay Shore, NY 11706","(40.75703730000001, -73.245505)"
"1572 N. Batavia Street, Suite 1B  Orange, CA 92867","(33.8134918, -117.8629945)"
"2900 Bristol St. Ste C208  Costa Mesa, CA 92626","(33.6759499, -117.886432)"
"5412 Madison Ave   Sacramento, CA 95841","(38.6601292, -121.3387011)"
"Po Box 2010   Manhattan Beach, CA 90266","(33.8847361, -118.4109089)"
"150 Natoma Station  Folsom, CA 95630","(38.6456838, -121.1872961)"
"99 Powerhouse Rd. Suite 306 Roslyn Heights, NY 11577","(40.7855781, -73.6478024)"
"321 Main Street 1St Floor Woodbridge, NJ 7095","(40.5500346, -74.2903475)"
"144 S 3Rd St Unit 418 San Jose, CA 95112","(37.3343721, -121.8853781)"
"800 Wilshire Blvd Suite 200 Los Angeles, CA 90017","(34.0494491, -118.2586466)"
" 98 4Th St, #103  Brooklyn, NY 11231","(40.6763482, -73.9927822)"
"96 W Houston St Frnt 1 New York, NY 10012","(40.7272837, -74.00014259999999)"
"134 Clifton Pl  Jersey City, NJ 7304","(40.7220362, -74.0651037)"
"24 Fenwick Road  Williamsville, NY 14221","(42.9774099, -78.77442860000001)"
"219 Bowery, Floor 2  New York, NY 10002","(40.721747, -73.993079)"
"130 South Main Street Unit 103  Sebastopol, CA 95472","(38.4015053, -122.8242384)"
"1155 N. Route 73 - Suite H Mount Laurel, NJ 8054","(39.9253709, -74.9496924)"
"15910 Norlene Way  Grass Valley, CA 95949","(39.1389293, -121.0591072)"
"181 Liberty St #3 San Francisco, CA 94110","(37.757221, -122.425098)"
"3977 Rhoda Avenue  Oakland, CA 94602","(37.8039563, -122.2049634)"
"1040 East Herndon Ave Ste 104  Fresno, CA 93720","(36.8377019, -119.7712171)"
"281 Clinton Park  San Francisco, CA 94103","(37.7688501, -122.4262955)"
"29970 Technology Drive  Suite 216  Murrieta, CA 92563","(33.5610628, -117.1374591)"
"1081 Parsippany Blvd Suite 102 Parsippany, NJ 7054","(40.8690517, -74.4209147)"
"10 Huron Ave Suite 1-L Jersey City, NJ 7306","(40.7363895, -74.0619487)"
"755 Sansome St Ste 450  San Francisco, CA 94111","(37.7973095, -122.4024371)"
"27 West 24Th St., Suite 303   New York, NY 10010","(40.7431637, -73.9908129)"
"829 Folsom St Unit 704 San Francisco, CA 94107","(37.7811548, -122.4016513)"
"4125 Blackhawk Plaza Circle Suite 166 Danville, CA 94506","(37.8020419, -121.920244)"
"56 East 5Th Ave  Pine Hill, NJ 8021","(39.7881253, -74.9875189)"
"501 New Rd  Summerspoint, NJ 8244","(39.3251161, -74.60055919999999)"
"833 Broadway 2Nd Floor New York, NY 10003","(40.7339462, -73.9914103)"
"18 W 23Rd Street  New York, NY 10010","(40.74165790000001, -73.9904981)"
"3576 Spear Ave  Arcata, CA 95521","(40.8922507, -124.0908551)"
"18 Centre Dr Ste 205 Monroe Township, NJ 8831","(40.3378605, -74.4621796)"
"45 San Clemente Dr Ste D210C Corte Madera, CA 94925","(37.924273, -122.5115909)"
"45 Dutch Lane Road  Freehold, NJ 7728","(40.2683286, -74.2655477)"
"2171 Hericho Turnpike #230  Commack, NY 11725","(40.843751, -73.2849209)"
"85 Fifth Ave 4Th Floor New York, NY 10003","(40.7373074, -73.9922382)"
"604 Main St  Belmar, NJ 7719","(40.1828882, -74.02406789999999)"
"117 W. Liberty St.Ste 5  Rome, NY 13440","(43.2122879, -75.4578685)"
"68 Stratton Road  Scarsdale, NY 10583","(40.9767997, -73.7626099)"
"174 Buffalo Street  Hamburg, NY 14075","(42.7203455, -78.8277921)"
"829 E New York Ave  Brooklyn, NY 11203","(40.6627151, -73.9353162)"
"13018 Anza Dr  Saratoga, CA 95070","(37.2796962, -122.0094423)"
"398 Kings Highway East  Middletown, NJ 7748","(40.3931381, -74.0896524)"
"805 S Coast Hwy  Oceanside, CA 92054","(33.1880747, -117.3733408)"
"1638 Abbot Kinney Blvd 3D Floor Los Angeles, CA 90291","(33.989369, -118.4633999)"
"3031 Tisch Way 110 Plaza West  San Jose, CA 95128","(37.3175801, -121.9476108)"
"38 W 89Th St #3  New York, NY 10024","(40.7879292, -73.9701453)"
"8606 Argent Street, Suite C  Santee, CA 92071","(32.8311406, -116.990163)"
"200 Larchmont Blvd  Mount Laurel, NJ 8054","(39.9527563, -74.8707239)"
"28245 Leticia  Mission Viejo, CA 92692","(33.6090785, -117.6386025)"
"320 Superior Avenue Suite 290 Newport Beach, CA 92663","(33.6263873, -117.9327126)"
"3835 Mckinley Parkway Suite 3  Buffalo, NY 14219","(42.7803951, -78.81059739999999)"
"65 Shady Brooke Ln  Swedesboro, NJ 8085","(39.7546996, -75.3529462)"
"2650 Ocean Parkway Siute 1M  Brooklyn, NY 11235","(40.5854381, -73.9670533)"
"373 Broadway  New York, NY 10013","(40.7179903, -74.00362319999999)"
"22 Grano St  Monroe, NJ 8831","(40.3717095, -74.40453889999999)"
"C/O Rick Perkal 873 Broadway Ste 400 New York, NY 10003","(40.7381486, -73.9903659)"
"8 Maple Street Ste 2 Glens Falls, NY 12801","(43.3118487, -73.6463545)"
"326 Broadway Suite 200 Bethpage, NY 11714","(40.741941, -73.4794773)"
"145 Huguenot St Ste 420 New Rochelle, NY 10801","(40.9136082, -73.77931740000001)"
"385 5Th Ave, Suite 510  New York, NY 10016","(40.7494643, -73.9833968)"
"20 West 47Th St Ste 801  New York, NY 10036","(40.7569538, -73.97981279999999)"
"4980 Barranca Pkwy, Ste 207  Irvine, CA 92602","(33.6758309, -117.7940208)"
"2000 North Village Ave Ste 205  Rockville Center, NY 11570","(40.6695638, -73.6445378)"
"135 S. State College Blvd #200  Brea, CA 92821","(33.9203418, -117.8838434)"
"2083 Compton Ave Suite 101  Corona, CA 92881","(33.8487262, -117.5354991)"
"329 Bryant St, Ste 2D  San Francisco, CA 94107","(37.7841282, -122.3915505)"
"800 S. Broadway, Ste. 309   Walnut Creek, CA 94596","(37.8962975, -122.0562076)"
"19466 Mountain View Lane  Huntington Beach, CA 92648","(33.6792919, -118.025806)"
"4140 Sturgeon Ct  San Diego, CA 92130","(32.954428, -117.224964)"
"4019 Deervale Drive  Sherman Oaks, CA 91403","(34.144094, -118.451899)"
"707 Cole St  San Francisco, CA 94117","(37.7683817, -122.4506826)"
"6515 Basile Rowe  East Syracuse, NY 13057","(43.0608647, -76.057367)"
"5801 Sunrise Hwy  Holbrook, NY 11741","(40.7706253, -73.0639551)"
"1256 Evergreen Drive  Cardiff By The Sea, CA 92007","(33.034187, -117.269644)"
"707 Wilshire Blvd, Suite 3125  Los Angeles, CA 90017","(34.0492187, -118.2570021)"
"856 Mitten Rd Suite 106 Burlingame, CA 94010","(37.6012923, -122.3742353)"
"5855 Green Valley Cir Ste 308 Culver City, CA 90230","(33.9835338, -118.3885141)"
"747 Bedford Ave  Brooklyn, NY 11205","(40.6981799, -73.9566011)"
"1721 W. Garvey Avenue 2Nd Floor Alhambra, CA 91803","(34.0622542, -118.1519405)"
"1250 Chews Landing Road  Laurel Springs, NJ 8021","(39.8211373, -75.0418119)"
"4501 Birch Street Suite B Newport Beach, CA 92660","(33.6694341, -117.8659122)"
"112 Spring Street Suite 302 Saratoga Springs, NY 12866","(43.0785398, -73.7795012)"
"640 Main Street  East Aurora, NY 14052","(42.7681817, -78.61097869999999)"
"2100 Linwood Ave Apt 14U   Fort Lee, NJ 7024","(40.8551704, -73.972764)"
"49 Wildbriar Rd., Suite B   Rochester, NY 14623","(43.0821416, -77.6089727)"
"17822 East 17Th Street Suite 212 Tustin, CA 92780","(33.7589026, -117.8213145)"
"5323 Ventura Cyn Ave  Sherman Oaks, CA 91401","(34.1672883, -118.4294308)"
"10 Beadart Place  Hyde Park, NY 12538","(41.7854993, -73.9404138)"
"6 South Main Street 2Nd Floor  Pittsford, NY 14534","(43.090281, -77.51529479999999)"
"672 Livingston Ave  North Brunswick, NJ 8902","(40.4753554, -74.4623857)"
"902 Billie Jean Street   Santa Rosa, CA 95407","(38.4276067, -122.7614735)"
"1410 Main Street  Venice, CA 90291","(33.9892497, -118.4716834)"
"140 Broadway 46Th Fl New York, NY 10005","(40.7086765, -74.01009309999999)"
"1901 1St Ave, Suite 245  San Diego, CA 92101","(32.725487, -117.1636054)"
"447 Broadway 2Nd Fl New York, NY 10013","(40.7206058, -74.0014893)"
"4111 W Sunset Blvd #550   Los Angeles, CA 90029","(34.0938227, -118.2812446)"
"8520 Washington Boulevard  Culver City, CA 90232","(34.0307279, -118.3793263)"
"71 S Central Avenue, #200  Valley Stream, NY 11580","(40.6655671, -73.7080193)"
"201 San Antonio Circle  Suite 280  Mountain View, CA 94040","(37.406639, -122.1088978)"
"27240 Turnberry Lane Suite 200 Valencia, CA 91355","(34.44279350000001, -118.6115923)"
"367 Civic Drive, Suite 10  Pleasant Hill, CA 94523","(37.9617763, -122.0719377)"
"1407 Spyglass Way  Camarillo, CA 93012","(34.232485, -118.9965709)"
"653 W Main St, Ste. 103  El Centro, CA 92243","(32.7926361, -115.5582118)"
"826 Butternut Street  Syracuse, NY 13208","(43.0624562, -76.1439765)"
"27 W Anapamu Street # 304  Santa Barbara, CA 93101","(34.4224525, -119.7050212)"
"52 Washburn St  San Francisco, CA 94103","(37.7752279, -122.4144367)"
"301 S Fulton Ave  Mount Vernon, NY 10553","(40.905432, -73.827204)"
"1419 W Kenneth Rd  Glendale, CA 91201","(34.1728717, -118.2800469)"
"4406 State Route 5 & 20 Ste 122  Canandaigua, NY 14424","(42.8777141, -77.2482185)"
"552 Sherrill Rd  Sherrill, NY 13461","(43.0690848, -75.6012127)"
"210 Melrose Dr  Oroville, CA 95966","(39.4964115, -121.503432)"
"525 Broadway Unit 3022 Santa Monica, CA 90401","(34.0167418, -118.4925093)"
"2544 Nw Upshur St  Portland, OR 97210","(45.53585899999999, -122.7038948)"
"7555 Morgan Rd  Liverpool, NY 13090","(43.1362207, -76.2071261)"
"600 N. Mountain Ave Ste B106  Upland, CA 91786","(34.1010902, -117.6692375)"
"1800 21St Street, Suite 100  Sacramento, CA 95811","(38.5674498, -121.4831524)"
"2333 San Ramon Valley Blvd., Ste. 145  San Ramon, CA 94583","(37.7770313, -121.9793565)"
"901 Main Street   Sylvan Beach, NY 13157","(43.199245, -75.72908340000001)"
"20 Cedar Street Suite 104 New Rochelle, NY 10801","(40.9144057, -73.7796209)"
"3036A E Tremont Ave  Bronx, NY 10461","(40.8395187, -73.8371268)"
"630 Alta Vista Drive, Suite 210  Vista, CA 92084","(33.20434, -117.2354001)"
"3525 Alameda De Las Pulgas Suite D Menlo Park, CA 94025","(37.432649, -122.2025177)"
"181 Westchester Avenue Suite 101S Port Chester, NY 10573","(41.0020288, -73.6660837)"
"19 Glenridge Rd  Glenville, NY 12325","(42.86874590000001, -73.9269348)"
"1701 Valley Rd, Unit F  Ocean Township, NJ 7712","(40.240963, -74.0401563)"
"930 Alabama Street  San Francisco, CA 94110","(37.7563606, -122.411641)"
"74 Creeks Edge Way  Sacramento, CA 95823","(38.483676, -121.457558)"
"2352 Wilbur Ave  San Diego, CA 92109","(32.8105977, -117.229328)"
"9 Plymouth Place  Airmont, NY 10952","(41.1059192, -74.08515539999999)"
"331 E 9Th Street Unit 1  San Bernardino, CA 92410","(34.1152484, -117.2777612)"
"6225 District Blvd  Suite 301  Bakersfield, CA 93313","(35.3114628, -119.0720508)"
"1161 Mission St  San Francisco, CA 94103","(37.7778926, -122.4120835)"
"9891 Irvine Center Dr Suite 190  Irvine, CA 92618","(33.6314221, -117.7292601)"
"3403 Piedmont Ave Ste 501 Oakland, CA 94611","(37.8217435, -122.2595176)"
"711 Center Dr Ste 105 Unit 352  San Marcos, CA 92069","(33.1336642, -117.1238556)"
"101 Jefferson Dr, Suite 108  Menlo Park, CA 94025","(37.4832724, -122.1743833)"
"505 Montgomery Street, Suite 1025 San Francisco, CA 94111","(37.7939112, -122.4033221)"
"126-18 Rockaway Blvd  S Ozone Park, NY 11420","(40.674947, -73.811009)"
"10546 Burbank Blvd  North Hollywood, CA 91601","(34.1719464, -118.3609644)"
"10727 White Oak Ave, Ste 111  Granada Hills, CA 91344","(34.2657893, -118.5200599)"
"7339 Tilton Road  Bloomfield, NY 14469","(42.8353083, -77.43221)"
"9800 Topanga Canyon Blvd Ste E Chatsworth, CA 91311","(34.248641, -118.6055817)"
"694 Clove Rd  Staten Island, NY 10310","(40.6244605, -74.1175957)"
"2220 Eastman Ave Ste 106  Ventura, CA 93003","(34.2528579, -119.2292254)"
"103  E Blithedale Ave Ste 7  Mill Valley, CA 94941","(37.9056676, -122.5442979)"
"1200 California St 5A San Francisco, CA 94109","(37.7917486, -122.4144729)"
"333 Kearny St. 4Th Floor.   San Francisco, CA 94108","(37.791228, -122.4042673)"
"44 S Central Ave Suite 2   Valley Stream, NY 11580","(40.6664032, -73.70859399999999)"
"2817 Temescal Drive  Modesto, CA 95355","(37.680864, -120.9445385)"
"525 West 22 Street Suite 2E  New York, NY 10011","(40.74762339999999, -74.00572629999999)"
"545 E. Alluvial Ave  Fresno, CA 93720","(36.844316, -119.7761248)"
"4 Embarcadero Center Suite 730  San Francisco, CA 94111","(37.7944148, -122.398545)"
"3402 Motor Avenue Unit C  Los Angeles, CA 90034","(34.0277, -118.4092083)"
"13 Chester Street  Glens Falls, NY 12801","(43.31559350000001, -73.6509731)"
"225 Broad Hollow Rd Suite 110E Melville, NY 11747","(40.7853004, -73.4151665)"
"2305 Algonquin Rd  Schenectady, NY 12309","(42.7945986, -73.8712869)"
"624 Sherrill Rd  Sherrill, NY 13461","(43.0683993, -75.60209929999999)"
"5000 Pleasanton Avenue  Suite 105  Pleasanton, CA 94566","(37.658263, -121.8839219)"
"23041 Avenida De La Carlota #350  Laguna Hills, CA 92653","(33.6268094, -117.7221719)"
"2544 Cleveland Ave  Santa Rosa, CA 95403","(38.4628329, -122.7281075)"
"16501 Walnut Street Ste. 12  Hesperia, CA 92345","(34.4202941, -117.3029748)"
"3443 Camino Del Rio, Suite 326  San Diego, CA 92108","(32.7766774, -117.1192892)"
"8 Forsythia Ct  Holtsville, NY 11742","(40.805954, -73.0318802)"
"250 Park Avenue Suite 7018   New York, NY 10177","(40.7551055, -73.9758738)"
"30 S Ocean Ave Suite 301 Freeport, NY 11520","(40.6557347, -73.5869713)"
"375 Commack Road  Suite C Deer Park, NY 11729","(40.7595924, -73.3131136)"
"73 State St  Phoenix, NY 13135","(43.22879500000001, -76.3001759)"
"788 Harrison St, #804  San Francisco, CA 94107","(37.7811731, -122.3995543)"
"25 Patrician Drive  Toms River, NJ 8753","(39.982226, -74.2058033)"
"16311 Ventura Blvd Ste 880  Encino, CA 91436","(34.1573227, -118.4884038)"
"320 Crescent Village Cir #1147  San Jose, CA 95134","(37.4025183, -121.930156)"
"108 Main Street  Nyack, NY 10960","(41.0914753, -73.91970119999999)"
"234 5Th Ave Fifth Fl  New York, NY 10001","(40.744341, -73.9880802)"
"1035 Peach St Ste 201  San Luis Obispo, CA 93401","(35.2846509, -120.6625421)"
"3180 18Th St Suite 200  San Francisco, CA 94110","(37.7623346, -122.4146878)"
"841 Kearny Ave 1St Floor  Kearny, NJ 7032","(40.7809589, -74.13955960000001)"
"400 W Main St  350  Babylon, NY 11702","(40.6918788, -73.33477429999999)"
"160 Broadway Suite 1004 New York, NY 10038","(40.7093746, -74.0099791)"
"68 Jay St, #201  Brooklyn, NY 11201","(40.7027571, -73.98683419999999)"
"44 Albemarle Road   Hamilton Square, NJ 8690","(40.220821, -74.6609711)"
"241 Forsgate Dr.  Ste 109 Monroe Township, NJ 8831","(40.3476343, -74.4403805)"
"33 Whitehall Street, Floor 7  New York, NY 10004","(40.7034435, -74.0124769)"
"155 Hope St 1F   Brooklyn, NY 11211","(40.7119804, -73.95190819999999)"
"2579 State Route 9,  Malta,, NY 12020","(33.6798512, -85.67554580000001)"
"259 Banker Street   Brooklyn, NY 11222","(40.7267131, -73.9562389)"
"155 Passaic Avenue Suite 410 Fairfield, NJ 7004","(40.8737562, -74.27845409999999)"
"81 Prospect St.  Brooklyn, NY 11201","(40.7008739, -73.9875141)"
"7660 Fay Ave Ste H Box 268 Lahoya, CA 92037","(32.8427446, -117.2750217)"
"30 State St Suite G1 Ossining, NY 10562","(41.158283, -73.86577410000001)"
"360 Central Ave Ste 112  Lawrence, NY 11559","(40.6187833, -73.7283862)"
"2255 John F Kennedy Blvd   Jersey City, NJ 7304","(40.7159282, -74.0820234)"
"37-13 85Th St Ground Floor Jackson Heights, NY 11372","(40.749577, -73.88112900000002)"
"1132 Magnolia Ave  Larkspur, CA 94939","(37.9477474, -122.5471668)"
"481 Mccamish Ave  San Jose, CA 95123","(37.2349696, -121.8198957)"
"333 University Ave Ste 200  Sacramento, CA 95825","(38.5709934, -121.4167848)"
"6708 Foothill Blvd Ste 106 Tujunga, CA 91042","(34.2469106, -118.2786538)"
"1120 West Morena Blvd  San Diego, CA 92110","(32.7680555, -117.2017937)"
"19380 Senoma Hwy  Senoma, CA 95476","(38.2958249, -122.4754375)"
"37 W 28Th St Fl 11 New York, NY 10001","('Error', 'Error')"
"6336 Route 25A  Wading River, NY 11792","(40.9443337, -72.8465451)"
"767 Bryant Street #203 San Francisco, CA 94107","(37.7763583, -122.401564)"
"2770 John F Kennedy Blvd  Jersey City, NJ 7306","(40.7304453, -74.068084)"
"398 Kings Highway East  Middletown, NJ 7748","(40.3931381, -74.0896524)"
"1589 E 2Nd Street  Scotch Plains, NJ 7076","(40.6440901, -74.4014926)"
"8 Poppy Lane  Commack, NY 11725","(40.8412072, -73.2658704)"
"35 W 90Th St #2Ab New York, NY 10024","(40.7886123, -73.9686545)"
"274 N Goodman St B127  Rochester, NY 14607","(43.1585377, -77.5843293)"
"13150 Seventh Street   Chino, CA 91710","(34.0145181, -117.6908062)"
"120 E 56Th St Rm 740 New York, NY 10022","(40.7604884, -73.9706578)"
"959 Lorimer St Apt 2 Brooklyn, NY 11222","(40.7246788, -73.95254299999999)"
"704 Beach Road  Cheektowaga, NY 14225","(42.940024, -78.762069)"
"5801 Woodside Ave, Store #3  Woodside, NY 11377","(40.7458149, -73.9060884)"
"5 Eastern Dr  New Hyde Park, NY 11040","(40.747136, -73.67143)"
"280 14Th St  San Francisco, CA 94103","(37.768487, -122.4194284)"
"144 W Los Angeles Ave  Moorpark, CA 93021","(34.2819392, -118.8034793)"
"1350 Treat Blvd., Suite410   Walnut Creek, CA 94597","(37.9260485, -122.0562229)"
"22 Jean Dr  Englewood Cliffs, NJ 7632","(40.9025062, -73.9445468)"
"894 Monterey Street  San Luis Obispo, CA 93401","(35.2813315, -120.6625742)"
"112 South Main Street  Elmira, NY 14904","(42.0840109, -76.805947)"
"524 Broadway  New York, NY 10012","(40.7228067, -73.9985937)"
"4615 Center Blvd Apt 3107 Long Island City, NY 11109","(40.7472718, -73.95587189999999)"
"358 Beech Street  Hackensack, NJ 7601","(40.8878699, -74.0571154)"
"1 Blue Hill Plaza Suite 1509 Pearl River, NY 10965","(41.0486631, -74.0067845)"
"8139 Coronado Lane  Rome, NY 13440","(43.254757, -75.4505634)"
"117 Broad Street  Flemington, NJ 8822","(40.5069519, -74.8561589)"
"906 Route 70  Brick, NJ 8724","(40.0701225, -74.1304648)"
"18 Hancock Drive  Glenmont, NY 12077","(42.595168, -73.800403)"
"767 Lexington Avenue # 605  New York, NY 10065","(40.7630006, -73.9674091)"
"330 Primrose Rd. Ste 218   Burlingame, CA 94010","(37.5784317, -122.3484758)"
"1013 Route 6   Mahopac, NY 10541","(41.3937693, -73.7215591)"
"15 W 39Th St  Suite 802 New York, NY 10018","(40.7522616, -73.9834162)"
"832 Bancroft Way  Berkeley, CA 94710","(37.8634439, -122.2956254)"
"900 Westminster Avenue  Hillside, NJ 7205","(40.6846085, -74.22107369999999)"
"63 E 4Th St  New York, NY 10003","(40.7268762, -73.9907391)"
"81 Prospect Street   Brooklyn, NY 11201","(40.7008739, -73.9875141)"
"149 Hurley Ave  Kingston, NY 12401","(41.938515, -74.0308699)"
"267 East Main Street  Suite C1  Smithtown, NY 11787","(40.8557406, -73.17968789999999)"
"58-09 Woodside Ave  Woodside, NY 11377","(40.7456295, -73.9059323)"
"147-37 70Th Road  Flushing, NY 11367","(40.729921, -73.8192574)"
